,speaker_path,listener_path
1267,NoXI/050_2016-04-12_Nottingham/Expert_video/45,NoXI/050_2016-04-12_Nottingham/Novice_video/45
1268,NoXI/050_2016-04-12_Nottingham/Expert_video/46,NoXI/050_2016-04-12_Nottingham/Novice_video/46
1300,NoXI/026_2016-04-06_Nottingham/Expert_video/1,NoXI/026_2016-04-06_Nottingham/Novice_video/1
1301,NoXI/026_2016-04-06_Nottingham/Expert_video/2,NoXI/026_2016-04-06_Nottingham/Novice_video/2
1302,NoXI/026_2016-04-06_Nottingham/Expert_video/3,NoXI/026_2016-04-06_Nottingham/Novice_video/3
1303,NoXI/026_2016-04-06_Nottingham/Expert_video/4,NoXI/026_2016-04-06_Nottingham/Novice_video/4
1304,NoXI/026_2016-04-06_Nottingham/Expert_video/5,NoXI/026_2016-04-06_Nottingham/Novice_video/5
1305,NoXI/026_2016-04-06_Nottingham/Expert_video/6,NoXI/026_2016-04-06_Nottingham/Novice_video/6
1306,NoXI/026_2016-04-06_Nottingham/Expert_video/7,NoXI/026_2016-04-06_Nottingham/Novice_video/7
1307,NoXI/026_2016-04-06_Nottingham/Expert_video/8,NoXI/026_2016-04-06_Nottingham/Novice_video/8
1308,NoXI/026_2016-04-06_Nottingham/Expert_video/9,NoXI/026_2016-04-06_Nottingham/Novice_video/9
1309,NoXI/026_2016-04-06_Nottingham/Expert_video/10,NoXI/026_2016-04-06_Nottingham/Novice_video/10
1310,NoXI/026_2016-04-06_Nottingham/Expert_video/11,NoXI/026_2016-04-06_Nottingham/Novice_video/11
1311,NoXI/026_2016-04-06_Nottingham/Expert_video/12,NoXI/026_2016-04-06_Nottingham/Novice_video/12
1312,NoXI/026_2016-04-06_Nottingham/Expert_video/13,NoXI/026_2016-04-06_Nottingham/Novice_video/13
1313,NoXI/026_2016-04-06_Nottingham/Expert_video/14,NoXI/026_2016-04-06_Nottingham/Novice_video/14
1314,NoXI/026_2016-04-06_Nottingham/Expert_video/15,NoXI/026_2016-04-06_Nottingham/Novice_video/15
1315,NoXI/026_2016-04-06_Nottingham/Expert_video/16,NoXI/026_2016-04-06_Nottingham/Novice_video/16
1316,NoXI/026_2016-04-06_Nottingham/Expert_video/17,NoXI/026_2016-04-06_Nottingham/Novice_video/17
1317,NoXI/026_2016-04-06_Nottingham/Expert_video/18,NoXI/026_2016-04-06_Nottingham/Novice_video/18
1318,NoXI/026_2016-04-06_Nottingham/Expert_video/19,NoXI/026_2016-04-06_Nottingham/Novice_video/19
1319,NoXI/026_2016-04-06_Nottingham/Expert_video/20,NoXI/026_2016-04-06_Nottingham/Novice_video/20
1320,NoXI/026_2016-04-06_Nottingham/Expert_video/21,NoXI/026_2016-04-06_Nottingham/Novice_video/21
1321,NoXI/026_2016-04-06_Nottingham/Expert_video/22,NoXI/026_2016-04-06_Nottingham/Novice_video/22
1322,NoXI/026_2016-04-06_Nottingham/Expert_video/23,NoXI/026_2016-04-06_Nottingham/Novice_video/23
1323,NoXI/026_2016-04-06_Nottingham/Expert_video/24,NoXI/026_2016-04-06_Nottingham/Novice_video/24
1324,NoXI/028_2016-04-06_Nottingham/Expert_video/1,NoXI/028_2016-04-06_Nottingham/Novice_video/1
1325,NoXI/028_2016-04-06_Nottingham/Expert_video/2,NoXI/028_2016-04-06_Nottingham/Novice_video/2
1326,NoXI/028_2016-04-06_Nottingham/Expert_video/3,NoXI/028_2016-04-06_Nottingham/Novice_video/3
1327,NoXI/028_2016-04-06_Nottingham/Expert_video/4,NoXI/028_2016-04-06_Nottingham/Novice_video/4
1328,NoXI/028_2016-04-06_Nottingham/Expert_video/5,NoXI/028_2016-04-06_Nottingham/Novice_video/5
1329,NoXI/028_2016-04-06_Nottingham/Expert_video/6,NoXI/028_2016-04-06_Nottingham/Novice_video/6
1330,NoXI/028_2016-04-06_Nottingham/Expert_video/7,NoXI/028_2016-04-06_Nottingham/Novice_video/7
1331,NoXI/028_2016-04-06_Nottingham/Expert_video/8,NoXI/028_2016-04-06_Nottingham/Novice_video/8
1332,NoXI/028_2016-04-06_Nottingham/Expert_video/9,NoXI/028_2016-04-06_Nottingham/Novice_video/9
1333,NoXI/028_2016-04-06_Nottingham/Expert_video/10,NoXI/028_2016-04-06_Nottingham/Novice_video/10
1334,NoXI/028_2016-04-06_Nottingham/Expert_video/11,NoXI/028_2016-04-06_Nottingham/Novice_video/11
1335,NoXI/028_2016-04-06_Nottingham/Expert_video/12,NoXI/028_2016-04-06_Nottingham/Novice_video/12
1336,NoXI/028_2016-04-06_Nottingham/Expert_video/13,NoXI/028_2016-04-06_Nottingham/Novice_video/13
1337,NoXI/028_2016-04-06_Nottingham/Expert_video/14,NoXI/028_2016-04-06_Nottingham/Novice_video/14
1338,NoXI/028_2016-04-06_Nottingham/Expert_video/15,NoXI/028_2016-04-06_Nottingham/Novice_video/15
1339,NoXI/028_2016-04-06_Nottingham/Expert_video/16,NoXI/028_2016-04-06_Nottingham/Novice_video/16
1340,NoXI/028_2016-04-06_Nottingham/Expert_video/17,NoXI/028_2016-04-06_Nottingham/Novice_video/17
1341,NoXI/028_2016-04-06_Nottingham/Expert_video/18,NoXI/028_2016-04-06_Nottingham/Novice_video/18
1342,NoXI/028_2016-04-06_Nottingham/Expert_video/19,NoXI/028_2016-04-06_Nottingham/Novice_video/19
1343,NoXI/028_2016-04-06_Nottingham/Expert_video/20,NoXI/028_2016-04-06_Nottingham/Novice_video/20
1344,NoXI/028_2016-04-06_Nottingham/Expert_video/21,NoXI/028_2016-04-06_Nottingham/Novice_video/21
1345,NoXI/028_2016-04-06_Nottingham/Expert_video/22,NoXI/028_2016-04-06_Nottingham/Novice_video/22
1346,NoXI/028_2016-04-06_Nottingham/Expert_video/23,NoXI/028_2016-04-06_Nottingham/Novice_video/23
1347,NoXI/028_2016-04-06_Nottingham/Expert_video/24,NoXI/028_2016-04-06_Nottingham/Novice_video/24
1348,NoXI/028_2016-04-06_Nottingham/Expert_video/25,NoXI/028_2016-04-06_Nottingham/Novice_video/25
1349,NoXI/028_2016-04-06_Nottingham/Expert_video/26,NoXI/028_2016-04-06_Nottingham/Novice_video/26
1350,NoXI/028_2016-04-06_Nottingham/Expert_video/27,NoXI/028_2016-04-06_Nottingham/Novice_video/27
1351,NoXI/028_2016-04-06_Nottingham/Expert_video/28,NoXI/028_2016-04-06_Nottingham/Novice_video/28
1352,NoXI/028_2016-04-06_Nottingham/Expert_video/29,NoXI/028_2016-04-06_Nottingham/Novice_video/29
1353,NoXI/028_2016-04-06_Nottingham/Expert_video/30,NoXI/028_2016-04-06_Nottingham/Novice_video/30
1354,NoXI/028_2016-04-06_Nottingham/Expert_video/31,NoXI/028_2016-04-06_Nottingham/Novice_video/31
1355,NoXI/028_2016-04-06_Nottingham/Expert_video/32,NoXI/028_2016-04-06_Nottingham/Novice_video/32
1356,NoXI/028_2016-04-06_Nottingham/Expert_video/33,NoXI/028_2016-04-06_Nottingham/Novice_video/33
1357,NoXI/028_2016-04-06_Nottingham/Expert_video/34,NoXI/028_2016-04-06_Nottingham/Novice_video/34
1358,NoXI/028_2016-04-06_Nottingham/Expert_video/35,NoXI/028_2016-04-06_Nottingham/Novice_video/35
1359,NoXI/028_2016-04-06_Nottingham/Expert_video/36,NoXI/028_2016-04-06_Nottingham/Novice_video/36
1360,NoXI/028_2016-04-06_Nottingham/Expert_video/37,NoXI/028_2016-04-06_Nottingham/Novice_video/37
1361,NoXI/028_2016-04-06_Nottingham/Expert_video/38,NoXI/028_2016-04-06_Nottingham/Novice_video/38
1362,NoXI/063_2016-04-14_Nottingham/Expert_video/1,NoXI/063_2016-04-14_Nottingham/Novice_video/1
1363,NoXI/063_2016-04-14_Nottingham/Expert_video/2,NoXI/063_2016-04-14_Nottingham/Novice_video/2
1364,NoXI/063_2016-04-14_Nottingham/Expert_video/3,NoXI/063_2016-04-14_Nottingham/Novice_video/3
1365,NoXI/063_2016-04-14_Nottingham/Expert_video/4,NoXI/063_2016-04-14_Nottingham/Novice_video/4
1366,NoXI/063_2016-04-14_Nottingham/Expert_video/5,NoXI/063_2016-04-14_Nottingham/Novice_video/5
1367,NoXI/063_2016-04-14_Nottingham/Expert_video/6,NoXI/063_2016-04-14_Nottingham/Novice_video/6
1368,NoXI/063_2016-04-14_Nottingham/Expert_video/7,NoXI/063_2016-04-14_Nottingham/Novice_video/7
1369,NoXI/063_2016-04-14_Nottingham/Expert_video/8,NoXI/063_2016-04-14_Nottingham/Novice_video/8
1370,NoXI/063_2016-04-14_Nottingham/Expert_video/9,NoXI/063_2016-04-14_Nottingham/Novice_video/9
1371,NoXI/063_2016-04-14_Nottingham/Expert_video/10,NoXI/063_2016-04-14_Nottingham/Novice_video/10
1372,NoXI/063_2016-04-14_Nottingham/Expert_video/11,NoXI/063_2016-04-14_Nottingham/Novice_video/11
1373,NoXI/063_2016-04-14_Nottingham/Expert_video/12,NoXI/063_2016-04-14_Nottingham/Novice_video/12
1374,NoXI/063_2016-04-14_Nottingham/Expert_video/13,NoXI/063_2016-04-14_Nottingham/Novice_video/13
1375,NoXI/063_2016-04-14_Nottingham/Expert_video/14,NoXI/063_2016-04-14_Nottingham/Novice_video/14
1376,NoXI/063_2016-04-14_Nottingham/Expert_video/15,NoXI/063_2016-04-14_Nottingham/Novice_video/15
1377,NoXI/063_2016-04-14_Nottingham/Expert_video/16,NoXI/063_2016-04-14_Nottingham/Novice_video/16
1378,NoXI/063_2016-04-14_Nottingham/Expert_video/17,NoXI/063_2016-04-14_Nottingham/Novice_video/17
1379,NoXI/063_2016-04-14_Nottingham/Expert_video/18,NoXI/063_2016-04-14_Nottingham/Novice_video/18
1380,NoXI/063_2016-04-14_Nottingham/Expert_video/19,NoXI/063_2016-04-14_Nottingham/Novice_video/19
1381,NoXI/063_2016-04-14_Nottingham/Expert_video/20,NoXI/063_2016-04-14_Nottingham/Novice_video/20
1382,NoXI/063_2016-04-14_Nottingham/Expert_video/21,NoXI/063_2016-04-14_Nottingham/Novice_video/21
1383,NoXI/062_2016-04-14_Nottingham/Expert_video/1,NoXI/062_2016-04-14_Nottingham/Novice_video/1
1384,NoXI/062_2016-04-14_Nottingham/Expert_video/2,NoXI/062_2016-04-14_Nottingham/Novice_video/2
1385,NoXI/062_2016-04-14_Nottingham/Expert_video/3,NoXI/062_2016-04-14_Nottingham/Novice_video/3
1386,NoXI/062_2016-04-14_Nottingham/Expert_video/4,NoXI/062_2016-04-14_Nottingham/Novice_video/4
1387,NoXI/062_2016-04-14_Nottingham/Expert_video/5,NoXI/062_2016-04-14_Nottingham/Novice_video/5
1388,NoXI/062_2016-04-14_Nottingham/Expert_video/6,NoXI/062_2016-04-14_Nottingham/Novice_video/6
1389,NoXI/062_2016-04-14_Nottingham/Expert_video/7,NoXI/062_2016-04-14_Nottingham/Novice_video/7
1390,NoXI/062_2016-04-14_Nottingham/Expert_video/8,NoXI/062_2016-04-14_Nottingham/Novice_video/8
1391,NoXI/062_2016-04-14_Nottingham/Expert_video/9,NoXI/062_2016-04-14_Nottingham/Novice_video/9
1392,NoXI/062_2016-04-14_Nottingham/Expert_video/10,NoXI/062_2016-04-14_Nottingham/Novice_video/10
1393,NoXI/062_2016-04-14_Nottingham/Expert_video/11,NoXI/062_2016-04-14_Nottingham/Novice_video/11
1394,NoXI/062_2016-04-14_Nottingham/Expert_video/12,NoXI/062_2016-04-14_Nottingham/Novice_video/12
1395,NoXI/062_2016-04-14_Nottingham/Expert_video/13,NoXI/062_2016-04-14_Nottingham/Novice_video/13
1396,NoXI/062_2016-04-14_Nottingham/Expert_video/14,NoXI/062_2016-04-14_Nottingham/Novice_video/14
1397,NoXI/062_2016-04-14_Nottingham/Expert_video/15,NoXI/062_2016-04-14_Nottingham/Novice_video/15
1398,NoXI/062_2016-04-14_Nottingham/Expert_video/16,NoXI/062_2016-04-14_Nottingham/Novice_video/16
1399,NoXI/062_2016-04-14_Nottingham/Expert_video/17,NoXI/062_2016-04-14_Nottingham/Novice_video/17
1400,NoXI/062_2016-04-14_Nottingham/Expert_video/18,NoXI/062_2016-04-14_Nottingham/Novice_video/18
1401,NoXI/062_2016-04-14_Nottingham/Expert_video/19,NoXI/062_2016-04-14_Nottingham/Novice_video/19
1402,NoXI/062_2016-04-14_Nottingham/Expert_video/20,NoXI/062_2016-04-14_Nottingham/Novice_video/20
1403,NoXI/062_2016-04-14_Nottingham/Expert_video/21,NoXI/062_2016-04-14_Nottingham/Novice_video/21
1404,NoXI/062_2016-04-14_Nottingham/Expert_video/22,NoXI/062_2016-04-14_Nottingham/Novice_video/22
1405,NoXI/062_2016-04-14_Nottingham/Expert_video/23,NoXI/062_2016-04-14_Nottingham/Novice_video/23
1406,NoXI/062_2016-04-14_Nottingham/Expert_video/24,NoXI/062_2016-04-14_Nottingham/Novice_video/24
1407,NoXI/062_2016-04-14_Nottingham/Expert_video/25,NoXI/062_2016-04-14_Nottingham/Novice_video/25
1408,NoXI/062_2016-04-14_Nottingham/Expert_video/26,NoXI/062_2016-04-14_Nottingham/Novice_video/26
1409,NoXI/062_2016-04-14_Nottingham/Expert_video/27,NoXI/062_2016-04-14_Nottingham/Novice_video/27
1410,NoXI/062_2016-04-14_Nottingham/Expert_video/28,NoXI/062_2016-04-14_Nottingham/Novice_video/28
1411,NoXI/062_2016-04-14_Nottingham/Expert_video/29,NoXI/062_2016-04-14_Nottingham/Novice_video/29
1412,NoXI/062_2016-04-14_Nottingham/Expert_video/30,NoXI/062_2016-04-14_Nottingham/Novice_video/30
1413,NoXI/062_2016-04-14_Nottingham/Expert_video/31,NoXI/062_2016-04-14_Nottingham/Novice_video/31
1414,NoXI/062_2016-04-14_Nottingham/Expert_video/32,NoXI/062_2016-04-14_Nottingham/Novice_video/32
1415,NoXI/062_2016-04-14_Nottingham/Expert_video/33,NoXI/062_2016-04-14_Nottingham/Novice_video/33
1416,NoXI/062_2016-04-14_Nottingham/Expert_video/34,NoXI/062_2016-04-14_Nottingham/Novice_video/34
1417,NoXI/062_2016-04-14_Nottingham/Expert_video/35,NoXI/062_2016-04-14_Nottingham/Novice_video/35
1418,NoXI/062_2016-04-14_Nottingham/Expert_video/36,NoXI/062_2016-04-14_Nottingham/Novice_video/36
1419,NoXI/062_2016-04-14_Nottingham/Expert_video/37,NoXI/062_2016-04-14_Nottingham/Novice_video/37
1420,NoXI/062_2016-04-14_Nottingham/Expert_video/38,NoXI/062_2016-04-14_Nottingham/Novice_video/38
1421,NoXI/062_2016-04-14_Nottingham/Expert_video/39,NoXI/062_2016-04-14_Nottingham/Novice_video/39
1422,NoXI/062_2016-04-14_Nottingham/Expert_video/40,NoXI/062_2016-04-14_Nottingham/Novice_video/40
1423,NoXI/062_2016-04-14_Nottingham/Expert_video/41,NoXI/062_2016-04-14_Nottingham/Novice_video/41
1424,NoXI/062_2016-04-14_Nottingham/Expert_video/42,NoXI/062_2016-04-14_Nottingham/Novice_video/42
1425,NoXI/062_2016-04-14_Nottingham/Expert_video/43,NoXI/062_2016-04-14_Nottingham/Novice_video/43
1426,NoXI/062_2016-04-14_Nottingham/Expert_video/44,NoXI/062_2016-04-14_Nottingham/Novice_video/44
1427,NoXI/062_2016-04-14_Nottingham/Expert_video/45,NoXI/062_2016-04-14_Nottingham/Novice_video/45
1428,NoXI/038_2016-04-07_Nottingham/Expert_video/1,NoXI/038_2016-04-07_Nottingham/Novice_video/1
1429,NoXI/038_2016-04-07_Nottingham/Expert_video/2,NoXI/038_2016-04-07_Nottingham/Novice_video/2
1430,NoXI/038_2016-04-07_Nottingham/Expert_video/3,NoXI/038_2016-04-07_Nottingham/Novice_video/3
1431,NoXI/038_2016-04-07_Nottingham/Expert_video/4,NoXI/038_2016-04-07_Nottingham/Novice_video/4
1432,NoXI/038_2016-04-07_Nottingham/Expert_video/5,NoXI/038_2016-04-07_Nottingham/Novice_video/5
1433,NoXI/038_2016-04-07_Nottingham/Expert_video/6,NoXI/038_2016-04-07_Nottingham/Novice_video/6
1434,NoXI/038_2016-04-07_Nottingham/Expert_video/7,NoXI/038_2016-04-07_Nottingham/Novice_video/7
1435,NoXI/038_2016-04-07_Nottingham/Expert_video/8,NoXI/038_2016-04-07_Nottingham/Novice_video/8
1436,NoXI/038_2016-04-07_Nottingham/Expert_video/9,NoXI/038_2016-04-07_Nottingham/Novice_video/9
1437,NoXI/038_2016-04-07_Nottingham/Expert_video/10,NoXI/038_2016-04-07_Nottingham/Novice_video/10
1438,NoXI/038_2016-04-07_Nottingham/Expert_video/11,NoXI/038_2016-04-07_Nottingham/Novice_video/11
1439,NoXI/038_2016-04-07_Nottingham/Expert_video/12,NoXI/038_2016-04-07_Nottingham/Novice_video/12
1440,NoXI/038_2016-04-07_Nottingham/Expert_video/13,NoXI/038_2016-04-07_Nottingham/Novice_video/13
1441,NoXI/038_2016-04-07_Nottingham/Expert_video/14,NoXI/038_2016-04-07_Nottingham/Novice_video/14
1442,NoXI/038_2016-04-07_Nottingham/Expert_video/15,NoXI/038_2016-04-07_Nottingham/Novice_video/15
1443,NoXI/038_2016-04-07_Nottingham/Expert_video/16,NoXI/038_2016-04-07_Nottingham/Novice_video/16
1444,NoXI/038_2016-04-07_Nottingham/Expert_video/17,NoXI/038_2016-04-07_Nottingham/Novice_video/17
1445,NoXI/038_2016-04-07_Nottingham/Expert_video/18,NoXI/038_2016-04-07_Nottingham/Novice_video/18
1446,NoXI/038_2016-04-07_Nottingham/Expert_video/19,NoXI/038_2016-04-07_Nottingham/Novice_video/19
1447,NoXI/038_2016-04-07_Nottingham/Expert_video/20,NoXI/038_2016-04-07_Nottingham/Novice_video/20
1448,NoXI/038_2016-04-07_Nottingham/Expert_video/21,NoXI/038_2016-04-07_Nottingham/Novice_video/21
1449,NoXI/038_2016-04-07_Nottingham/Expert_video/22,NoXI/038_2016-04-07_Nottingham/Novice_video/22
1450,NoXI/038_2016-04-07_Nottingham/Expert_video/23,NoXI/038_2016-04-07_Nottingham/Novice_video/23
1451,NoXI/039_2016-04-07_Nottingham/Expert_video/1,NoXI/039_2016-04-07_Nottingham/Novice_video/1
1452,NoXI/039_2016-04-07_Nottingham/Expert_video/2,NoXI/039_2016-04-07_Nottingham/Novice_video/2
1453,NoXI/039_2016-04-07_Nottingham/Expert_video/3,NoXI/039_2016-04-07_Nottingham/Novice_video/3
1454,NoXI/039_2016-04-07_Nottingham/Expert_video/4,NoXI/039_2016-04-07_Nottingham/Novice_video/4
1455,NoXI/039_2016-04-07_Nottingham/Expert_video/5,NoXI/039_2016-04-07_Nottingham/Novice_video/5
1456,NoXI/039_2016-04-07_Nottingham/Expert_video/6,NoXI/039_2016-04-07_Nottingham/Novice_video/6
1457,NoXI/039_2016-04-07_Nottingham/Expert_video/7,NoXI/039_2016-04-07_Nottingham/Novice_video/7
1458,NoXI/039_2016-04-07_Nottingham/Expert_video/8,NoXI/039_2016-04-07_Nottingham/Novice_video/8
1459,NoXI/039_2016-04-07_Nottingham/Expert_video/9,NoXI/039_2016-04-07_Nottingham/Novice_video/9
1460,NoXI/039_2016-04-07_Nottingham/Expert_video/10,NoXI/039_2016-04-07_Nottingham/Novice_video/10
1461,NoXI/039_2016-04-07_Nottingham/Expert_video/11,NoXI/039_2016-04-07_Nottingham/Novice_video/11
1462,NoXI/039_2016-04-07_Nottingham/Expert_video/12,NoXI/039_2016-04-07_Nottingham/Novice_video/12
1463,NoXI/039_2016-04-07_Nottingham/Expert_video/13,NoXI/039_2016-04-07_Nottingham/Novice_video/13
1464,NoXI/039_2016-04-07_Nottingham/Expert_video/14,NoXI/039_2016-04-07_Nottingham/Novice_video/14
1465,NoXI/039_2016-04-07_Nottingham/Expert_video/15,NoXI/039_2016-04-07_Nottingham/Novice_video/15
1466,NoXI/039_2016-04-07_Nottingham/Expert_video/16,NoXI/039_2016-04-07_Nottingham/Novice_video/16
1467,NoXI/039_2016-04-07_Nottingham/Expert_video/17,NoXI/039_2016-04-07_Nottingham/Novice_video/17
1468,NoXI/040_2016-04-07_Nottingham/Expert_video/1,NoXI/040_2016-04-07_Nottingham/Novice_video/1
1469,NoXI/040_2016-04-07_Nottingham/Expert_video/2,NoXI/040_2016-04-07_Nottingham/Novice_video/2
1470,NoXI/040_2016-04-07_Nottingham/Expert_video/3,NoXI/040_2016-04-07_Nottingham/Novice_video/3
1471,NoXI/040_2016-04-07_Nottingham/Expert_video/4,NoXI/040_2016-04-07_Nottingham/Novice_video/4
1472,NoXI/040_2016-04-07_Nottingham/Expert_video/5,NoXI/040_2016-04-07_Nottingham/Novice_video/5
1473,NoXI/040_2016-04-07_Nottingham/Expert_video/6,NoXI/040_2016-04-07_Nottingham/Novice_video/6
1474,NoXI/040_2016-04-07_Nottingham/Expert_video/7,NoXI/040_2016-04-07_Nottingham/Novice_video/7
1475,NoXI/040_2016-04-07_Nottingham/Expert_video/8,NoXI/040_2016-04-07_Nottingham/Novice_video/8
1476,NoXI/040_2016-04-07_Nottingham/Expert_video/9,NoXI/040_2016-04-07_Nottingham/Novice_video/9
1477,NoXI/040_2016-04-07_Nottingham/Expert_video/10,NoXI/040_2016-04-07_Nottingham/Novice_video/10
1478,NoXI/040_2016-04-07_Nottingham/Expert_video/11,NoXI/040_2016-04-07_Nottingham/Novice_video/11
1479,NoXI/040_2016-04-07_Nottingham/Expert_video/12,NoXI/040_2016-04-07_Nottingham/Novice_video/12
1480,NoXI/040_2016-04-07_Nottingham/Expert_video/13,NoXI/040_2016-04-07_Nottingham/Novice_video/13
1481,NoXI/040_2016-04-07_Nottingham/Expert_video/14,NoXI/040_2016-04-07_Nottingham/Novice_video/14
1482,NoXI/040_2016-04-07_Nottingham/Expert_video/15,NoXI/040_2016-04-07_Nottingham/Novice_video/15
1483,NoXI/040_2016-04-07_Nottingham/Expert_video/16,NoXI/040_2016-04-07_Nottingham/Novice_video/16
1484,NoXI/040_2016-04-07_Nottingham/Expert_video/17,NoXI/040_2016-04-07_Nottingham/Novice_video/17
1485,NoXI/040_2016-04-07_Nottingham/Expert_video/18,NoXI/040_2016-04-07_Nottingham/Novice_video/18
1486,NoXI/040_2016-04-07_Nottingham/Expert_video/19,NoXI/040_2016-04-07_Nottingham/Novice_video/19
1487,NoXI/040_2016-04-07_Nottingham/Expert_video/20,NoXI/040_2016-04-07_Nottingham/Novice_video/20
1488,NoXI/040_2016-04-07_Nottingham/Expert_video/21,NoXI/040_2016-04-07_Nottingham/Novice_video/21
1489,NoXI/040_2016-04-07_Nottingham/Expert_video/22,NoXI/040_2016-04-07_Nottingham/Novice_video/22
1490,NoXI/040_2016-04-07_Nottingham/Expert_video/23,NoXI/040_2016-04-07_Nottingham/Novice_video/23
1491,NoXI/040_2016-04-07_Nottingham/Expert_video/24,NoXI/040_2016-04-07_Nottingham/Novice_video/24
1492,NoXI/040_2016-04-07_Nottingham/Expert_video/25,NoXI/040_2016-04-07_Nottingham/Novice_video/25
1493,NoXI/040_2016-04-07_Nottingham/Expert_video/26,NoXI/040_2016-04-07_Nottingham/Novice_video/26
1494,NoXI/040_2016-04-07_Nottingham/Expert_video/27,NoXI/040_2016-04-07_Nottingham/Novice_video/27
1495,NoXI/040_2016-04-07_Nottingham/Expert_video/28,NoXI/040_2016-04-07_Nottingham/Novice_video/28
1496,NoXI/040_2016-04-07_Nottingham/Expert_video/29,NoXI/040_2016-04-07_Nottingham/Novice_video/29
1497,NoXI/040_2016-04-07_Nottingham/Expert_video/30,NoXI/040_2016-04-07_Nottingham/Novice_video/30
1498,NoXI/040_2016-04-07_Nottingham/Expert_video/31,NoXI/040_2016-04-07_Nottingham/Novice_video/31
1499,NoXI/040_2016-04-07_Nottingham/Expert_video/32,NoXI/040_2016-04-07_Nottingham/Novice_video/32
1500,NoXI/040_2016-04-07_Nottingham/Expert_video/33,NoXI/040_2016-04-07_Nottingham/Novice_video/33
1501,NoXI/040_2016-04-07_Nottingham/Expert_video/34,NoXI/040_2016-04-07_Nottingham/Novice_video/34
1502,NoXI/040_2016-04-07_Nottingham/Expert_video/35,NoXI/040_2016-04-07_Nottingham/Novice_video/35
1503,NoXI/027_2016-04-06_Nottingham/Expert_video/1,NoXI/027_2016-04-06_Nottingham/Novice_video/1
1504,NoXI/027_2016-04-06_Nottingham/Expert_video/2,NoXI/027_2016-04-06_Nottingham/Novice_video/2
1505,NoXI/027_2016-04-06_Nottingham/Expert_video/3,NoXI/027_2016-04-06_Nottingham/Novice_video/3
1506,NoXI/027_2016-04-06_Nottingham/Expert_video/4,NoXI/027_2016-04-06_Nottingham/Novice_video/4
1507,NoXI/027_2016-04-06_Nottingham/Expert_video/5,NoXI/027_2016-04-06_Nottingham/Novice_video/5
1508,NoXI/027_2016-04-06_Nottingham/Expert_video/6,NoXI/027_2016-04-06_Nottingham/Novice_video/6
1509,NoXI/027_2016-04-06_Nottingham/Expert_video/7,NoXI/027_2016-04-06_Nottingham/Novice_video/7
1510,NoXI/027_2016-04-06_Nottingham/Expert_video/8,NoXI/027_2016-04-06_Nottingham/Novice_video/8
1511,NoXI/027_2016-04-06_Nottingham/Expert_video/9,NoXI/027_2016-04-06_Nottingham/Novice_video/9
1512,NoXI/027_2016-04-06_Nottingham/Expert_video/10,NoXI/027_2016-04-06_Nottingham/Novice_video/10
1513,NoXI/027_2016-04-06_Nottingham/Expert_video/11,NoXI/027_2016-04-06_Nottingham/Novice_video/11
1514,NoXI/027_2016-04-06_Nottingham/Expert_video/12,NoXI/027_2016-04-06_Nottingham/Novice_video/12
1515,NoXI/027_2016-04-06_Nottingham/Expert_video/13,NoXI/027_2016-04-06_Nottingham/Novice_video/13
1516,NoXI/027_2016-04-06_Nottingham/Expert_video/14,NoXI/027_2016-04-06_Nottingham/Novice_video/14
1517,NoXI/027_2016-04-06_Nottingham/Expert_video/15,NoXI/027_2016-04-06_Nottingham/Novice_video/15
1518,NoXI/027_2016-04-06_Nottingham/Expert_video/16,NoXI/027_2016-04-06_Nottingham/Novice_video/16
1519,NoXI/027_2016-04-06_Nottingham/Expert_video/17,NoXI/027_2016-04-06_Nottingham/Novice_video/17
1520,NoXI/027_2016-04-06_Nottingham/Expert_video/18,NoXI/027_2016-04-06_Nottingham/Novice_video/18
1521,NoXI/027_2016-04-06_Nottingham/Expert_video/19,NoXI/027_2016-04-06_Nottingham/Novice_video/19
1522,NoXI/027_2016-04-06_Nottingham/Expert_video/20,NoXI/027_2016-04-06_Nottingham/Novice_video/20
1523,NoXI/027_2016-04-06_Nottingham/Expert_video/21,NoXI/027_2016-04-06_Nottingham/Novice_video/21
1524,NoXI/027_2016-04-06_Nottingham/Expert_video/22,NoXI/027_2016-04-06_Nottingham/Novice_video/22
1525,NoXI/029_2016-04-06_Nottingham/Expert_video/1,NoXI/029_2016-04-06_Nottingham/Novice_video/1
1526,NoXI/029_2016-04-06_Nottingham/Expert_video/2,NoXI/029_2016-04-06_Nottingham/Novice_video/2
1527,NoXI/029_2016-04-06_Nottingham/Expert_video/3,NoXI/029_2016-04-06_Nottingham/Novice_video/3
1528,NoXI/029_2016-04-06_Nottingham/Expert_video/4,NoXI/029_2016-04-06_Nottingham/Novice_video/4
1529,NoXI/029_2016-04-06_Nottingham/Expert_video/5,NoXI/029_2016-04-06_Nottingham/Novice_video/5
1530,NoXI/029_2016-04-06_Nottingham/Expert_video/6,NoXI/029_2016-04-06_Nottingham/Novice_video/6
1531,NoXI/029_2016-04-06_Nottingham/Expert_video/7,NoXI/029_2016-04-06_Nottingham/Novice_video/7
1532,NoXI/029_2016-04-06_Nottingham/Expert_video/8,NoXI/029_2016-04-06_Nottingham/Novice_video/8
1533,NoXI/029_2016-04-06_Nottingham/Expert_video/9,NoXI/029_2016-04-06_Nottingham/Novice_video/9
1534,NoXI/029_2016-04-06_Nottingham/Expert_video/10,NoXI/029_2016-04-06_Nottingham/Novice_video/10
